date,open,predict,target,high,low,close,open_to_prediction_difference,log_open_to_prediction_difference,direction,log_trade_results_open_to_close,log_diff_predict_original,cum_log_trade_results_open_to_close,correct_prediction,trade_result_including_high_low,cum_trade_result_including_high_low
2022-01-03 09:30:00-05:00,342.201324,336.79092,333.89522166666666,356.92961,331.333002,332.089668,-5.410399927734375,-0.015936896056838238,True,0.024571994357663825,0.00863509830082562,0.024571994357663825,True,0.01581057567075449,0.01581057567075449
2022-01-04 09:30:00-05:00,347.234653,338.9857,325.49967466666664,351.556282,313.499687,314.633019,-8.248965744140605,-0.024042898828504928,True,0.06463932267329771,0.04059642384479269,0.08921131703096154,True,0.023756170857004315,0.03956674652775881
2022-01-05 09:30:00-05:00,336.57633,326.04913,309.551913,347.219653,283.82305,309.99969,-10.527196699218734,-0.03177687277164945,True,0.0836991485436974,0.05192227577204786,0.17291046557465894,True,0.03127729362079245,0.07084404014855125
2022-01-06 09:30:00-05:00,332.113001,319.27045,299.4641453333333,334.849665,283.82305,306.133027,-12.842554222656247,-0.039436736314019144,True,0.10348058015508634,0.06404384384106712,0.27639104572974527,True,0.03866923060520671,0.10951327075375797
2022-01-07 09:30:00-05:00,301.586365,301.4033,295.6308156666667,329.229671,283.82305,312.469688,-0.1830752050781257,-0.0006072250468898234,True,0.019944994727825367,0.01933776968093552,0.2963360404575706,True,0.0006070407230715676,0.11012031147682953
2022-01-10 09:30:00-05:00,304.733029,294.60214,293.13415133333336,329.229671,276.333057,276.36639,-10.130886666015613,-0.03381030253011832,True,0.03880571992794822,0.004995417397829917,0.33514176038551885,True,0.03324512180140346,0.14336543327823298
2022-01-11 09:30:00-05:00,317.476349,298.83264,280.778608,329.229671,264.003069,282.116385,-18.643707398437527,-0.06051963461961753,True,0.12283683730609392,0.062317202686476336,0.45797859769161275,True,0.05872471274525563,0.20209014602348863
2022-01-12 09:30:00-05:00,311.119689,299.20187,275.8952796666667,312.663021,264.003069,312.239688,-11.917815220703119,-0.03905918152064368,True,0.12015631801167884,0.08109713649103512,0.5781349157032916,True,0.03830620703887088,0.2403963530623595
2022-01-13 09:30:00-05:00,277.186389,280.55777,284.3397156666667,314.566352,264.003069,310.416356,3.3713807753906053,0.012089492232199068,True,0.02547954085188112,-0.013390048619681972,0.6036144565551727,True,0.012162865527248544,0.25255921858960806
2022-01-14 09:30:00-05:00,290.903042,283.73627,295.1619273333333,314.566352,287.349713,301.886365,-7.166774910156278,-0.02494485294512775,False,-0.014534089312330844,-0.039478942257458495,0.5890803672428419,False,-0.014534089312330844,0.2380251292772772
2022-01-18 09:30:00-05:00,311.736355,296.31384,297.2141473333333,314.566352,293.506373,297.04637,-15.422512226562503,-0.05073864229194514,True,0.04770490078217621,-0.003033741509769038,0.6367852680250181,True,0.0494729343536544,0.2874980636309316
2022-01-19 09:30:00-05:00,309.393024,300.40344,294.5663723333334,312.333021,293.506373,307.773026,-8.989581617187525,-0.029486011865291616,True,0.04910804037240767,0.019622028507116026,0.6858933083974258,True,0.029055540751906302,0.3165536043828379
2022-01-20 09:30:00-05:00,293.999706,294.63782,296.0440263333333,315.923017,293.506373,302.446364,0.6381113828124967,0.0021680970289036064,True,0.006929413538149247,-0.004761316509245744,0.692822721935575,True,0.0021704490507636655,0.3187240534336016
2022-01-21 09:30:00-05:00,299.073034,292.6891,297.63069133333335,315.923017,293.72304,307.333026,-6.383947085937507,-0.021576895632696665,True,0.004834377311678135,-0.016742518321018644,0.6976570992472532,False,0.004834377311678135,0.32355843074527973
2022-01-24 09:30:00-05:00,307.929692,298.0999,301.94513133333334,315.923017,298.266368,310.666356,-9.829777449218739,-0.0324427701502872,True,0.01962616764655492,-0.012816602503732353,0.7172832668938081,False,0.01962616764655492,0.3431845983918347
2022-01-25 09:30:00-05:00,301.843031,301.70145,301.27747633333337,315.422985,298.266368,301.516365,-0.1415844667968713,-0.0004691765881870029,True,0.001875428958411237,0.0014062523702240072,0.7191586958522193,True,0.00046906654206262365,0.3436536649338973
2022-01-26 09:30:00-05:00,311.666355,304.82773,296.3774813333333,315.422985,283.566383,286.66638,-6.838626728515635,-0.022186448925983624,True,0.05029932399344096,0.028112875067457296,0.7694580198456602,True,0.021942139787644498,0.3655958047215418
2022-01-27 09:30:00-05:00,302.789697,298.30768,288.949711,314.603019,283.566383,291.919708,-4.48201877734374,-0.014913064100237301,True,0.0467858326345807,0.031872768534343295,0.8162438524802409,True,0.014802415081328674,0.3803982198028705
2022-01-28 09:30:00-05:00,303.209697,296.7306,288.58053366666667,307.666359,283.566383,307.476359,-6.479106179687506,-0.021600009924817958,True,0.049450442294366334,0.027850432369548372,0.8656942947746072,True,0.021368400297855597,0.40176662010072606
2022-01-31 09:30:00-05:00,287.189713,289.19974,294.1927503333334,308.809658,284.383049,307.796359,2.0100245488281416,0.006974564489232774,True,0.02409214760934813,-0.01711758312011519,0.8897864423839553,True,0.006998943408631568,0.4087655635093576
2022-02-01 09:30:00-05:00,299.9997,294.3731,296.52052566666663,308.809658,291.366375,292.116375,-5.6265920898437685,-0.018933437387097813,True,0.01166503208220745,-0.0072684053048903165,0.9014514744661628,True,0.018755325721471615,0.4275208892308292
2022-02-02 09:30:00-05:00,304.683029,298.87692,290.32415399999996,308.809658,279.203054,285.659714,-5.806106392578101,-0.01924012846096039,True,0.04827391588136035,0.02903378742039987,0.9497253903475231,True,0.019056218561415515,0.44657710779224474
2022-02-03 09:30:00-05:00,304.419696,298.8847,279.200843,306.166327,267.0331,273.843059,-5.534991410156238,-0.018349432582557536,True,0.0864759380060614,0.06812650542350382,1.0362013283535845,True,0.01818210675223931,0.46475921454448405
2022-02-04 09:30:00-05:00,295.333038,284.8834,266.58529999999996,295.623038,253.519746,254.679745,-10.449645666015613,-0.036023715097717374,True,0.10240939449675789,0.06638567939904051,1.1386107228503424,True,0.03538258278444152,0.5001417973289256
2022-02-07 09:30:00-05:00,278.043055,259.86774,251.29531533333338,285.577648,233.3331,266.923066,-18.17531818359373,-0.06760317877041533,True,0.10114717315348594,0.033543994383070555,1.2397578960038282,True,0.06536871846554028,0.5655105157944659
