date,symbol,open,y_test,y_pred,high,low,close,open_original,mean_x,std_x,mean_y,std_y,y_test_original,y_pred_original
2022-01-03 09:30:00-05:00,TSLA,342.201324,333.89522166666666,336.79092,356.92961,331.333002,332.089668,5688.868005375829,349.34913854545454,15.603443038783725,346.3326819230769,15.835018732356318,5633.569771659008,5679.423273494997
2022-01-04 09:30:00-05:00,TSLA,347.234653,325.49967466666664,338.9857,351.556282,313.499687,314.633019,4755.6047430553035,346.17096,12.6987146730868,341.3188408461539,15.101199378743372,5256.7543257035895,5460.4092906372325
2022-01-05 09:30:00-05:00,TSLA,336.57633,309.551913,326.04913,347.219653,283.82305,309.99969,3586.253255895009,341.32172236363635,9.640997432978644,334.35525807692306,18.706117442716913,6124.869697272611,6433.468637697399
2022-01-06 09:30:00-05:00,TSLA,332.113001,299.4641453333333,319.27045,334.849665,283.82305,306.133027,3027.291059516457,338.2792980909091,8.096677195198234,329.79628569230766,19.03773910435456,6030.916555656824,6407.983755170097
2022-01-07 09:30:00-05:00,TSLA,301.586365,295.6308156666667,301.4033,329.229671,283.82305,312.469688,4734.178736748731,333.07990945454543,14.593162483636108,326.8603912307692,20.124078559437407,6276.158150297329,6392.3238731366555
2022-01-10 09:30:00-05:00,TSLA,304.733029,293.13415133333336,294.60214,329.229671,276.333057,276.36639,6383.700332784268,328.56203527272726,19.87030522218693,322.21937023076924,23.92547415267401,7335.592931222469,7370.715311964902
2022-01-11 09:30:00-05:00,TSLA,317.476349,280.778608,298.83264,329.229671,264.003069,282.116385,6844.561821323607,327.39355154545456,20.52804339695286,317.3991186153846,28.43193969166166,8300.479567980095,8813.790762530954
2022-01-12 09:30:00-05:00,TSLA,311.119689,275.8952796666667,299.20187,312.663021,264.003069,312.239688,6860.527306195004,322.790828909091,21.013573580956855,312.86655907692307,28.16308383591411,8082.928450262227,8739.314014185853
2022-01-13 09:30:00-05:00,TSLA,277.186389,284.3397156666667,280.55777,314.566352,264.003069,310.416356,7074.850657728179,312.3244726363636,24.39703554524755,308.5693813076923,25.11767159233473,7450.520980080861,7355.527305203809
2022-01-14 09:30:00-05:00,TSLA,290.903042,295.1619273333333,283.73627,314.566352,287.349713,301.886365,7559.165390452906,306.4645057272727,24.93167769873521,305.05325407692305,23.30024304828552,7182.397899543978,6916.177238883538
