date,symbol,open,y_test,y_pred,high,low,close,open_original,mean_x,std_x,mean_y,std_y,y_test_original,y_pred_original
2022-01-03 09:30:00-05:00,TSLA,342.201324,351.90184833333336,356.51752,356.92961,331.333002,332.089668,6982.301534567002,369.46432436363636,19.32440568290544,367.5085991538462,18.160411871486083,6758.191103224409,6842.013548904987
2022-01-04 09:30:00-05:00,TSLA,347.234653,344.5418666666667,355.73886,351.556282,313.499687,314.633019,6030.601900464298,365.97402190909094,16.313544254914003,362.4696298461538,17.42005537919587,6364.408027631007,6559.460290461228
2022-01-05 09:30:00-05:00,TSLA,336.57633,331.0800133333334,343.21707,347.219653,283.82305,309.99969,4847.649284541134,360.35872145454545,13.332163206742997,355.4315112307692,18.22257761451307,6388.562750811459,6609.7312358704485
2022-01-06 09:30:00-05:00,TSLA,332.113001,321.03557900000004,334.52637,334.849665,283.82305,306.133027,3925.82963725358,356.0535742727273,10.748679070774626,349.81408100000004,17.918916182459228,6102.423712688269,6344.164015455392
2022-01-07 09:30:00-05:00,TSLA,301.586365,319.16224766666664,327.46152,329.229671,283.82305,312.469688,5927.191659470559,350.7496401818182,18.490365170483557,347.2420323076923,18.285504754871436,6183.28482959198,6335.041164555679
2022-01-10 09:30:00-05:00,TSLA,304.733029,319.370792,320.71704,329.229671,276.333057,276.36639,6675.078460033595,346.5685292727273,20.767390891391912,343.51024376923084,20.09835289343458,6762.337125240924,6789.394513039395
2022-01-11 09:30:00-05:00,TSLA,317.476349,308.95302433333336,316.72464,329.229671,264.003069,282.116385,6849.901264228133,344.45913745454544,20.49110791170648,338.34101815384616,25.02287286617435,8069.2332676669175,8263.701415770682
2022-01-12 09:30:00-05:00,TSLA,311.119689,303.4308076666667,321.42126,312.663021,264.003069,312.239688,6919.390434582257,341.2097468181818,21.14356924470979,334.806149923077,25.154457487489747,7967.443501768922,8419.983687097389
2022-01-13 09:30:00-05:00,TSLA,277.186389,304.35414,310.71432,314.566352,264.003069,310.416356,7450.262439812827,332.68702800000005,25.67793980610219,330.41794915384617,23.254914346113747,7408.147405738957,7556.0529620039015
2022-01-14 09:30:00-05:00,TSLA,290.903042,312.5763543333333,306.42715,314.566352,287.349713,301.886365,7178.411985508486,326.1127920909091,23.555268265010362,325.6974410769231,20.417514457271697,6707.729674679037,6582.1782990187385
2022-01-18 09:30:00-05:00,TSLA,311.736355,312.4663543333333,315.39023,314.566352,293.506373,297.04637,6714.305756252273,324.55188463636364,20.497300905490825,322.74872607692305,19.338090556980987,6365.2513821846305,6421.793521177793
2022-01-19 09:30:00-05:00,TSLA,309.393024,311.666355,317.4928,312.333021,293.506373,307.773026,5883.919602706088,320.48764927272725,17.981762747932418,319.30539869230773,16.75851547232996,5542.3708311644905,5640.013363841046
2022-01-20 09:30:00-05:00,TSLA,293.999706,313.47413066666667,311.97998,315.923017,293.506373,302.446364,5154.480350148053,315.3558392727273,16.459623639471687,316.5643783076923,13.935763225829229,4685.065640701012,4664.24351731902
2022-01-21 09:30:00-05:00,TSLA,299.073034,312.2841206666667,311.17563,315.923017,293.72304,307.333026,4033.0035227147246,312.64553890909093,12.439630327238508,313.6061735384616,10.855783830430786,3703.6950811719585,3691.661531592723
2022-01-24 09:30:00-05:00,TSLA,307.929692,313.36966433333333,312.81192,315.923017,298.266368,310.666356,3291.157475481062,311.38857045454546,9.676783312687224,312.11181353846155,9.008581269396043,3135.1279020486536,3130.10341838984
2022-01-25 09:30:00-05:00,TSLA,301.843031,312.929665,310.78778,315.422985,298.266368,301.516365,3369.967633615967,311.26726445454545,10.133413910627677,312.3758363846154,9.02740792884954,3137.319575377846,3117.983912622508
2022-01-26 09:30:00-05:00,TSLA,311.666355,311.7818996666667,314.86182,315.422985,283.566383,286.66638,3302.419198723943,311.40362490909087,9.596851010160695,311.4707090769231,9.099336801016728,3148.479222604728,3176.504422337286
2022-01-27 09:30:00-05:00,TSLA,302.789697,306.5163493333334,310.59848,314.603019,283.566383,291.919708,2790.869336964988,309.34150272727277,8.19554911816473,309.19352930769236,8.008982769835601,2764.077689791269,2796.771405763712
2022-01-28 09:30:00-05:00,TSLA,303.209697,304.20412933333336,308.0127,307.666359,283.566383,307.476359,2820.3418361551894,309.63483581818184,8.280431085081714,308.87583730769234,7.981300000013174,2736.820254759834,2767.217562409406
2022-01-31 09:30:00-05:00,TSLA,287.189713,305.36745033333335,305.6819,308.809658,284.383049,307.796359,2547.4925130401252,309.9499870909091,7.791165298282172,310.64326892307696,4.44227550675958,1667.169614100466,1668.5664184775171
2022-02-01 09:30:00-05:00,TSLA,299.9997,307.547448,305.5496,308.809658,291.366375,292.116375,1997.1092930803054,309.929378,5.623938674206358,310.14352323076923,4.551047787243456,1709.8066559235408,1700.7143135377914
2022-02-02 09:30:00-05:00,TSLA,304.683029,303.53300766666666,305.85556,308.809658,279.203054,285.659714,1791.053376595165,309.72786309090907,4.86185764388031,308.68634523076923,5.770853583777814,2060.3308903188113,2073.7340015221753
2022-02-03 09:30:00-05:00,TSLA,304.419696,295.78900433333337,303.84882,306.166327,267.0331,273.843059,1797.0528039643987,309.5502844545454,4.8863543951172375,306.7692650769231,8.39359591249809,2789.50264281107,2857.1534443833702
2022-02-04 09:30:00-05:00,TSLA,295.333038,286.544547,295.92114,295.623038,253.519746,254.679745,2135.2497249014204,308.1636160909091,6.186527999656142,304.16156769230776,11.092172762834684,3482.5631872645113,3586.570005344305
2022-02-07 09:30:00-05:00,TSLA,278.043055,277.16788966666667,284.27463,285.577648,233.3331,266.923066,3210.1329956489126,305.08786163636364,10.448184487156313,300.72516092307694,14.481974682202463,4314.663521795229,4417.583121857698
2022-02-08 09:30:00-05:00,TSLA,276.809723,273.03080466666665,278.94772,278.432955,233.3331,269.956397,3471.1457245416113,302.21707063636364,11.448039539800586,297.4361898461538,15.477885562876871,4523.375739617009,4614.957130481049
2022-02-09 09:30:00-05:00,TSLA,233.4631,277.648611,278.80936,292.286374,233.3331,290.143043,5540.800640725724,295.5191925454546,22.467282616311827,296.16875776923075,15.170024657535892,4508.105032769822,4525.713573499955
2022-02-10 09:30:00-05:00,TSLA,269.743064,287.35971233333333,282.66058,296.62637,260.799906,288.123045,4554.026296574396,294.4601057272728,15.791198215376996,294.7228643076923,14.125785656585373,4353.904567066391,4287.525680338866
2022-02-11 09:30:00-05:00,TSLA,271.669728,294.80192733333337,283.6924,296.62637,271.568895,293.296373,4433.05081269979,290.868291,15.24712581042445,293.25286576923077,12.923659395410363,4103.172563735748,3959.596988709135
2022-02-14 09:30:00-05:00,TSLA,289.893043,295.8662596666667,292.6468,296.62637,277.533089,279.763054,4180.966627454704,291.3401086363636,13.417453825610922,292.49591776923074,12.475122883558377,3983.4638642096893,3943.3005788940745
2022-02-15 09:30:00-05:00,TSLA,290.709709,292.06293,295.27783,295.493038,275.053358,279.429721,4149.297514021304,291.14162699999997,13.271506824773107,291.38745984615383,12.432429603058328,3922.439276734106,3962.408319918351
2022-02-16 09:30:00-05:00,TSLA,292.92304,289.80293233333333,295.41696,295.479371,268.189732,268.193065,3907.351512793152,290.2361733636364,12.34834699049114,289.9295126153846,11.515427716105469,3627.1342318152892,3691.78218083687
2022-02-17 09:30:00-05:00,TSLA,283.03305,285.75304766666665,291.47403,288.713045,260.723073,274.799725,3429.971102896613,288.1252390909091,11.100632466087278,287.96951715384614,10.232011701605964,3211.798044648746,3270.3351981317605
2022-02-18 09:30:00-05:00,TSLA,285.433048,286.2986026666667,288.1597,288.713045,260.723073,286.323047,2992.215919087792,286.43888018181815,9.47955066123238,286.48388015384614,8.781330368014205,2800.566494070679,2816.9093913096563
2022-02-22 09:30:00-05:00,TSLA,265.176401,284.999715,283.53708,286.853046,260.723073,279.433054,3159.293175846412,283.96918563636365,10.843061371098585,285.65259892307694,8.379121915968813,2673.699956924442,2661.444350367078
2022-02-23 09:30:00-05:00,TSLA,279.826387,284.31215999999995,286.93768,286.853046,264.589735,265.116402,2873.404449915175,285.0966451818182,9.249691683770184,285.3210146153846,8.460423572129299,2690.722314922381,2712.9353524930593
2022-02-24 09:30:00-05:00,TSLA,283.816383,277.66105566666664,285.1486,284.816382,252.013081,255.456411,2795.2577619972467,286.22483490909093,8.840338604019754,284.43384369230773,9.656366107147047,2965.630650906577,3037.933024517781
2022-02-25 09:30:00-05:00,TSLA,280.065387,272.22995,278.77042,281.267052,252.013081,267.296399,2224.4321261791165,287.4586821818182,6.916147206713903,284.5130743846154,9.520308678657244,2876.2262299600425,2938.4934876553543
2022-02-28 09:30:00-05:00,TSLA,260.203073,272.02972800000003,275.07986,280.666386,252.013081,280.076387,2811.422441638997,286.3894408181818,9.704086011393168,285.0899969230769,9.029841652348185,2741.4753654944248,2769.017615125108
2022-03-01 09:30:00-05:00,TSLA,258.423075,280.28527533333335,274.79172,291.666375,252.189748,290.533043,3209.9631704650797,283.9197463636364,11.322686351059955,285.04230469230777,8.993270389601387,2805.7235719888467,2756.3185212562416
2022-03-02 09:30:00-05:00,TSLA,269.666397,291.6497083333333,277.50372,302.616364,267.419766,301.796365,2870.304532426843,282.3870206363636,9.596737081745038,285.50307346153846,9.700606044670133,3114.681997046153,2977.457367615845
